NPC名	X座標	Y座標	★
成都：北西砦106	-1112	-1040	★5
成都：北西砦107	-1136	-1040	★5
成都：北西砦108	-1148	-1040	★5
成都：北西砦109	-1160	-1040	★5
成都：南東砦110	-1040	-1160	★5
成都：南東砦111	-1052	-1160	★5
成都：南東砦112	-1064	-1160	★5
成都：南東砦113	-1088	-1160	★5
成都：南東砦114	-1100	-1160	★5
成都：南西砦115	-1112	-1160	★5
成都：南西砦116	-1136	-1160	★5
成都：南西砦117	-1148	-1160	★5
成都：南西砦118	-1160	-1160	★5
成都：北東砦119	-1040	-1052	★5
成都：北東砦120	-1040	-1064	★5
成都：北東砦121	-1040	-1088	★5
成都：北東砦122	-1040	-1100	★5
成都：南東砦123	-1040	-1112	★5
成都：南東砦124	-1040	-1136	★5
成都：南東砦125	-1040	-1148	★5
成都：北西砦126	-1160	-1052	★5
成都：北西砦127	-1160	-1064	★5
成都：北西砦128	-1160	-1088	★5
成都：北西砦129	-1160	-1100	★5
成都：南西砦130	-1160	-1112	★5
成都：南西砦131	-1160	-1136	★5
成都：南西砦132	-1160	-1148	★5
長安：北東砦1	-992	1208	★3
長安：北東砦2	-1004	1208	★3
長安：北東砦3	-1016	1208	★3
長安：北東砦4	-1040	1208	★3
長安：北東砦5	-1052	1208	★3
長安：北東砦6	-1064	1208	★3
長安：北東砦7	-1088	1208	★3
長安：北東砦8	-1100	1208	★3
長安：北西砦9	-1112	1208	★3
長安：北西砦10	-1136	1208	★3
長安：北西砦11	-1148	1208	★3
長安：北西砦12	-1160	1208	★3
長安：北西砦13	-1184	1208	★3
長安：北西砦14	-1196	1208	★3
長安：北西砦15	-1208	1208	★3
長安：南東砦16	-992	992	★3
長安：南東砦17	-1004	992	★3
長安：南東砦18	-1016	992	★3
長安：南東砦19	-1040	992	★3
長安：南東砦20	-1052	992	★3
長安：南東砦21	-1064	992	★3
長安：南東砦22	-1088	992	★3
長安：南東砦23	-1100	992	★3
長安：南西砦24	-1112	992	★3
長安：南西砦25	-1136	992	★3
長安：南西砦26	-1148	992	★3
長安：南西砦27	-1160	992	★3
長安：南西砦28	-1184	992	★3
長安：南西砦29	-1196	992	★3
長安：南西砦30	-1208	992	★3
長安：北東砦31	-992	1196	★3
長安：北東砦32	-992	1184	★3
長安：北東砦33	-992	1160	★3
長安：北東砦34	-992	1148	★3
長安：北東砦35	-992	1136	★3
長安：北東砦36	-992	1112	★3
長安：北東砦37	-992	1100	★3
長安：南東砦38	-992	1088	★3
長安：南東砦39	-992	1064	★3
長安：南東砦40	-992	1052	★3
長安：南東砦41	-992	1040	★3
長安：南東砦42	-992	1016	★3
長安：南東砦43	-992	1004	★3
長安：北西砦44	-1208	1196	★3
長安：北西砦45	-1208	1184	★3
長安：北西砦46	-1208	1160	★3
長安：北西砦47	-1208	1148	★3
長安：北西砦48	-1208	1136	★3
長安：北西砦49	-1208	1112	★3
長安：北西砦50	-1208	1100	★3
長安：南西砦51	-1208	1088	★3
長安：南西砦52	-1208	1064	★3
長安：南西砦53	-1208	1052	★3
長安：南西砦54	-1208	1040	★3
長安：南西砦55	-1208	1016	★3
長安：南西砦56	-1208	1004	★3
長安：北東砦57	-1016	1184	★4
長安：北東砦58	-1028	1184	★4
長安：北東砦59	-1040	1184	★4
長安：北東砦60	-1064	1184	★4
長安：北東砦61	-1076	1184	★4
長安：北東砦62	-1088	1184	★4
長安：北西砦63	-1112	1184	★4
長安：北西砦64	-1124	1184	★4
長安：北西砦65	-1136	1184	★4
長安：北西砦66	-1160	1184	★4
長安：北西砦67	-1172	1184	★4
長安：北西砦68	-1184	1184	★4
長安：南東砦69	-1016	1016	★4
長安：南東砦70	-1028	1016	★4
長安：南東砦71	-1040	1016	★4
長安：南東砦72	-1064	1016	★4
長安：南東砦73	-1076	1016	★4
長安：南東砦74	-1088	1016	★4
長安：南西砦75	-1112	1016	★4
長安：南西砦76	-1124	1016	★4
長安：南西砦77	-1136	1016	★4
長安：南西砦78	-1160	1016	★4
長安：南西砦79	-1172	1016	★4
長安：南西砦80	-1184	1016	★4
長安：北東砦81	-1016	1172	★4
長安：北東砦82	-1016	1160	★4
長安：北東砦83	-1016	1136	★4
長安：北東砦84	-1016	1124	★4
長安：北東砦85	-1016	1112	★4
長安：南東砦86	-1016	1088	★4
長安：南東砦87	-1016	1076	★4
長安：南東砦88	-1016	1064	★4
長安：南東砦89	-1016	1040	★4
長安：南東砦90	-1016	1028	★4
長安：北西砦91	-1184	1172	★4
長安：北西砦92	-1184	1160	★4
長安：北西砦93	-1184	1136	★4
長安：北西砦94	-1184	1124	★4
長安：北西砦95	-1184	1112	★4
長安：南西砦96	-1184	1088	★4
長安：南西砦97	-1184	1076	★4
長安：南西砦98	-1184	1064	★4
長安：南西砦99	-1184	1040	★4
長安：南西砦100	-1184	1028	★4
長安：北東砦101	-1040	1160	★5
長安：北東砦102	-1052	1160	★5
長安：北東砦103	-1064	1160	★5
長安：北東砦104	-1088	1160	★5
長安：北東砦105	-1100	1160	★5
長安：北西砦106	-1112	1160	★5
長安：北西砦107	-1136	1160	★5
長安：北西砦108	-1148	1160	★5
長安：北西砦109	-1160	1160	★5
長安：南東砦110	-1040	1040	★5
長安：南東砦111	-1052	1040	★5
長安：南東砦112	-1064	1040	★5
長安：南東砦113	-1088	1040	★5
長安：南東砦114	-1100	1040	★5
長安：南西砦115	-1112	1040	★5
長安：南西砦116	-1136	1040	★5
長安：南西砦117	-1148	1040	★5
長安：南西砦118	-1160	1040	★5
長安：北東砦119	-1040	1148	★5
長安：北東砦120	-1040	1136	★5
長安：北東砦121	-1040	1112	★5
長安：北東砦122	-1040	1100	★5
長安：南東砦123	-1040	1088	★5
長安：南東砦124	-1040	1064	★5
長安：南東砦125	-1040	1052	★5
長安：北西砦126	-1160	1148	★5
長安：北西砦127	-1160	1136	★5
長安：北西砦128	-1160	1112	★5
長安：北西砦129	-1160	1100	★5
長安：南西砦130	-1160	1088	★5
長安：南西砦131	-1160	1064	★5
長安：南西砦132	-1160	1052	★5
鄴：北東砦1	108	1288	★3
鄴：北東砦2	96	1288	★3
鄴：北東砦3	84	1288	★3
鄴：北東砦4	60	1288	★3
鄴：北東砦5	48	1288	★3
鄴：北東砦6	36	1288	★3
鄴：北東砦7	12	1288	★3
鄴：北東砦8	0	1288	★3
鄴：北西砦9	-12	1288	★3
鄴：北西砦10	-36	1288	★3
鄴：北西砦11	-48	1288	★3
鄴：北西砦12	-60	1288	★3
鄴：北西砦13	-84	1288	★3
鄴：北西砦14	-96	1288	★3
鄴：北西砦15	-108	1288	★3
鄴：南東砦16	108	1072	★3
鄴：南東砦17	96	1072	★3
鄴：南東砦18	84	1072	★3
鄴：南東砦19	60	1072	★3
鄴：南東砦20	48	1072	★3
鄴：南東砦21	36	1072	★3
鄴：南東砦22	12	1072	★3
鄴：南東砦23	0	1072	★3
鄴：南西砦24	-12	1072	★3
鄴：南西砦25	-36	1072	★3
鄴：南西砦26	-48	1072	★3
鄴：南西砦27	-60	1072	★3
鄴：南西砦28	-84	1072	★3
鄴：南西砦29	-96	1072	★3
鄴：南西砦30	-108	1072	★3
鄴：北東砦31	108	1276	★3
鄴：北東砦32	108	1264	★3
鄴：北東砦33	108	1240	★3
鄴：北東砦34	108	1228	★3
鄴：北東砦35	108	1216	★3
鄴：北東砦36	108	1192	★3
鄴：北東砦37	108	1180	★3
鄴：南東砦38	108	1168	★3
鄴：南東砦39	108	1144	★3
鄴：南東砦40	108	1132	★3
鄴：南東砦41	108	1120	★3
鄴：南東砦42	108	1096	★3
鄴：南東砦43	108	1084	★3
鄴：北西砦44	-108	1276	★3
鄴：北西砦45	-108	1264	★3
鄴：北西砦46	-108	1240	★3
鄴：北西砦47	-108	1228	★3
鄴：北西砦48	-108	1216	★3
鄴：北西砦49	-108	1192	★3
鄴：北西砦50	-108	1180	★3
鄴：南西砦51	-108	1168	★3
鄴：南西砦52	-108	1144	★3
鄴：南西砦53	-108	1132	★3
鄴：南西砦54	-108	1120	★3
鄴：南西砦55	-108	1096	★3
鄴：南西砦56	-108	1084	★3
鄴：北東砦57	84	1264	★4
鄴：北東砦58	72	1264	★4
鄴：北東砦59	60	1264	★4
鄴：北東砦60	36	1264	★4
鄴：北東砦61	24	1264	★4
鄴：北東砦62	12	1264	★4
鄴：北西砦63	-12	1264	★4
鄴：北西砦64	-24	1264	★4
鄴：北西砦65	-36	1264	★4
鄴：北西砦66	-60	1264	★4
鄴：北西砦67	-72	1264	★4
鄴：北西砦68	-84	1264	★4
鄴：南東砦69	84	1096	★4
鄴：南東砦70	72	1096	★4
鄴：南東砦71	60	1096	★4
鄴：南東砦72	36	1096	★4
鄴：南東砦73	24	1096	★4
鄴：南東砦74	12	1096	★4
鄴：南西砦75	-12	1096	★4
鄴：南西砦76	-24	1096	★4
鄴：南西砦77	-36	1096	★4
鄴：南西砦78	-60	1096	★4
鄴：南西砦79	-72	1096	★4
鄴：南西砦80	-84	1096	★4
鄴：北東砦81	84	1252	★4
鄴：北東砦82	84	1240	★4
鄴：北東砦83	84	1216	★4
鄴：北東砦84	84	1204	★4
鄴：北東砦85	84	1192	★4
鄴：南東砦86	84	1168	★4
鄴：南東砦87	84	1156	★4
鄴：南東砦88	84	1144	★4
鄴：南東砦89	84	1120	★4
鄴：南東砦90	84	1108	★4
鄴：北西砦91	-84	1252	★4
鄴：北西砦92	-84	1240	★4
鄴：北西砦93	-84	1216	★4
鄴：北西砦94	-84	1204	★4
鄴：北西砦95	-84	1192	★4
鄴：南西砦96	-84	1168	★4
鄴：南西砦97	-84	1156	★4
鄴：南西砦98	-84	1144	★4
鄴：南西砦99	-84	1120	★4
鄴：南西砦100	-84	1108	★4
鄴：北東砦101	60	1240	★5
鄴：北東砦102	48	1240	★5
鄴：北東砦103	36	1240	★5
鄴：北東砦104	12	1240	★5
鄴：北東砦105	0	1240	★5
鄴：北西砦106	-12	1240	★5
鄴：北西砦107	-36	1240	★5
鄴：北西砦108	-48	1240	★5
鄴：北西砦109	-60	1240	★5
鄴：南東砦110	60	1120	★5
鄴：南東砦111	48	1120	★5
鄴：南東砦112	36	1120	★5
鄴：南東砦113	12	1120	★5
鄴：南東砦114	0	1120	★5
鄴：南西砦115	-12	1120	★5
鄴：南西砦116	-36	1120	★5
鄴：南西砦117	-48	1120	★5
鄴：南西砦118	-60	1120	★5
鄴：北東砦119	60	1228	★5
鄴：北東砦120	60	1216	★5
鄴：北東砦121	60	1192	★5
鄴：北東砦122	60	1180	★5
鄴：南東砦123	60	1168	★5
鄴：南東砦124	60	1144	★5
鄴：南東砦125	60	1132	★5
鄴：北西砦126	-60	1228	★5
鄴：北西砦127	-60	1216	★5
鄴：北西砦128	-60	1192	★5
鄴：北西砦129	-60	1180	★5
鄴：南西砦130	-60	1168	★5
鄴：南西砦131	-60	1144	★5
鄴：南西砦132	-60	1132	★5
下邳：北東砦1	1288	108	★3
下邳：北東砦2	1276	108	★3
下邳：北東砦3	1264	108	★3
下邳：北東砦4	1240	108	★3
下邳：北東砦5	1228	108	★3
下邳：北東砦6	1216	108	★3
下邳：北東砦7	1192	108	★3
下邳：北東砦8	1180	108	★3
下邳：北西砦9	1168	108	★3
下邳：北西砦10	1144	108	★3
下邳：北西砦11	1132	108	★3
下邳：北西砦12	1120	108	★3
下邳：北西砦13	1096	108	★3
下邳：北西砦14	1084	108	★3
下邳：北西砦15	1072	108	★3
下邳：南東砦16	1288	-108	★3
下邳：南東砦17	1276	-108	★3
下邳：南東砦18	1264	-108	★3
下邳：南東砦19	1240	-108	★3
下邳：南東砦20	1228	-108	★3
下邳：南東砦21	1216	-108	★3
下邳：南東砦22	1192	-108	★3
下邳：南東砦23	1180	-108	★3
下邳：南西砦24	1168	-108	★3
下邳：南西砦25	1144	-108	★3
下邳：南西砦26	1132	-108	★3
下邳：南西砦27	1120	-108	★3
下邳：南西砦28	1096	-108	★3
下邳：南西砦29	1084	-108	★3
下邳：南西砦30	1072	-108	★3
下邳：北東砦31	1288	96	★3
下邳：北東砦32	1288	84	★3
下邳：北東砦33	1288	60	★3
下邳：北東砦34	1288	48	★3
下邳：北東砦35	1288	36	★3
下邳：北東砦36	1288	12	★3
下邳：北東砦37	1288	0	★3
下邳：南東砦38	1288	-12	★3
下邳：南東砦39	1288	-36	★3
下邳：南東砦40	1288	-48	★3
下邳：南東砦41	1288	-60	★3
下邳：南東砦42	1288	-84	★3
下邳：南東砦43	1288	-96	★3
下邳：北西砦44	1072	96	★3
下邳：北西砦45	1072	84	★3
下邳：北西砦46	1072	60	★3
下邳：北西砦47	1072	48	★3
下邳：北西砦48	1072	36	★3
下邳：北西砦49	1072	12	★3
下邳：北西砦50	1072	0	★3
下邳：南西砦51	1072	-12	★3
下邳：南西砦52	1072	-36	★3
下邳：南西砦53	1072	-48	★3
下邳：南西砦54	1072	-60	★3
下邳：南西砦55	1072	-84	★3
下邳：南西砦56	1072	-96	★3
下邳：北東砦57	1264	84	★4
下邳：北東砦58	1252	84	★4
下邳：北東砦59	1240	84	★4
下邳：北東砦60	1216	84	★4
下邳：北東砦61	1204	84	★4
下邳：北東砦62	1192	84	★4
下邳：北西砦63	1168	84	★4
下邳：北西砦64	1156	84	★4
下邳：北西砦65	1144	84	★4
下邳：北西砦66	1120	84	★4
下邳：北西砦67	1108	84	★4
下邳：北西砦68	1096	84	★4
下邳：南東砦69	1264	-84	★4
下邳：南東砦70	1252	-84	★4
下邳：南東砦71	1240	-84	★4
下邳：南東砦72	1216	-84	★4
下邳：南東砦73	1204	-84	★4
下邳：南東砦74	1192	-84	★4
下邳：南西砦75	1168	-84	★4
下邳：南西砦76	1156	-84	★4
下邳：南西砦77	1144	-84	★4
下邳：南西砦78	1120	-84	★4
下邳：南西砦79	1108	-84	★4
下邳：南西砦80	1096	-84	★4
下邳：北東砦81	1264	72	★4
下邳：北東砦82	1264	60	★4
下邳：北東砦83	1264	36	★4
下邳：北東砦84	1264	24	★4
下邳：北東砦85	1264	12	★4
下邳：南東砦86	1264	-12	★4
下邳：南東砦87	1264	-24	★4
下邳：南東砦88	1264	-36	★4
下邳：南東砦89	1264	-60	★4
下邳：南東砦90	1264	-72	★4
下邳：北西砦91	1096	72	★4
下邳：北西砦92	1096	60	★4
下邳：北西砦93	1096	36	★4
下邳：北西砦94	1096	24	★4
下邳：北西砦95	1096	12	★4
下邳：南西砦96	1096	-12	★4
下邳：南西砦97	1096	-24	★4
下邳：南西砦98	1096	-36	★4
下邳：南西砦99	1096	-60	★4
下邳：南西砦100	1096	-72	★4
下邳：北東砦101	1240	60	★5
下邳：北東砦102	1228	60	★5
下邳：北東砦103	1216	60	★5
下邳：北東砦104	1192	60	★5
下邳：北東砦105	1180	60	★5
下邳：北西砦106	1168	60	★5
下邳：北西砦107	1144	60	★5
下邳：北西砦108	1132	60	★5
下邳：北西砦109	1120	60	★5
下邳：南東砦110	1240	-60	★5
下邳：南東砦111	1228	-60	★5
下邳：南東砦112	1216	-60	★5
下邳：南東砦113	1192	-60	★5
下邳：南東砦114	1180	-60	★5
下邳：南西砦115	1168	-60	★5
下邳：南西砦116	1144	-60	★5
下邳：南西砦117	1132	-60	★5
下邳：南西砦118	1120	-60	★5
下邳：北東砦119	1240	48	★5
下邳：北東砦120	1240	36	★5
下邳：北東砦121	1240	12	★5
下邳：北東砦122	1240	0	★5
下邳：南東砦123	1240	-12	★5
下邳：南東砦124	1240	-36	★5
下邳：南東砦125	1240	-48	★5
下邳：北西砦126	1120	48	★5
下邳：北西砦127	1120	36	★5
下邳：北西砦128	1120	12	★5
下邳：北西砦129	1120	0	★5
下邳：南西砦130	1120	-12	★5
下邳：南西砦131	1120	-36	★5
下邳：南西砦132	1120	-48	★5
長沙：北東砦1	108	-1072	★3
長沙：北東砦2	96	-1072	★3
長沙：北東砦3	84	-1072	★3
長沙：北東砦4	60	-1072	★3
長沙：北東砦5	48	-1072	★3
長沙：北東砦6	36	-1072	★3
長沙：北東砦7	12	-1072	★3
長沙：北東砦8	0	-1072	★3
長沙：北西砦9	-12	-1072	★3
長沙：北西砦10	-36	-1072	★3
長沙：北西砦11	-48	-1072	★3
長沙：北西砦12	-60	-1072	★3
長沙：北西砦13	-84	-1072	★3
長沙：北西砦14	-96	-1072	★3
長沙：北西砦15	-108	-1072	★3
長沙：南東砦16	108	-1288	★3
長沙：南東砦17	96	-1288	★3
長沙：南東砦18	84	-1288	★3
長沙：南東砦19	60	-1288	★3
長沙：南東砦20	48	-1288	★3
長沙：南東砦21	36	-1288	★3
長沙：南東砦22	12	-1288	★3
長沙：南東砦23	0	-1288	★3
長沙：南西砦24	-12	-1288	★3
長沙：南西砦25	-36	-1288	★3
長沙：南西砦26	-48	-1288	★3
長沙：南西砦27	-60	-1288	★3
長沙：南西砦28	-84	-1288	★3
長沙：南西砦29	-96	-1288	★3
長沙：南西砦30	-108	-1288	★3
長沙：北東砦31	108	-1084	★3
長沙：北東砦32	108	-1096	★3
長沙：北東砦33	108	-1120	★3
長沙：北東砦34	108	-1132	★3
長沙：北東砦35	108	-1144	★3
長沙：北東砦36	108	-1168	★3
長沙：北東砦37	108	-1180	★3
長沙：南東砦38	108	-1192	★3
長沙：南東砦39	108	-1216	★3
長沙：南東砦40	108	-1228	★3
長沙：南東砦41	108	-1240	★3
長沙：南東砦42	108	-1264	★3
長沙：南東砦43	108	-1276	★3
長沙：北西砦44	-108	-1084	★3
長沙：北西砦45	-108	-1096	★3
長沙：北西砦46	-108	-1120	★3
長沙：北西砦47	-108	-1132	★3
長沙：北西砦48	-108	-1144	★3
長沙：北西砦49	-108	-1168	★3
長沙：北西砦50	-108	-1180	★3
長沙：南西砦51	-108	-1192	★3
長沙：南西砦52	-108	-1216	★3
長沙：南西砦53	-108	-1228	★3
長沙：南西砦54	-108	-1240	★3
長沙：南西砦55	-108	-1264	★3
長沙：南西砦56	-108	-1276	★3
長沙：北東砦57	84	-1096	★4
長沙：北東砦58	72	-1096	★4
長沙：北東砦59	60	-1096	★4
長沙：北東砦60	36	-1096	★4
長沙：北東砦61	24	-1096	★4
長沙：北東砦62	12	-1096	★4
長沙：北西砦63	-12	-1096	★4
長沙：北西砦64	-24	-1096	★4
長沙：北西砦65	-36	-1096	★4
長沙：北西砦66	-60	-1096	★4
長沙：北西砦67	-72	-1096	★4
長沙：北西砦68	-84	-1096	★4
長沙：南東砦69	84	-1264	★4
長沙：南東砦70	72	-1264	★4
長沙：南東砦71	60	-1264	★4
長沙：南東砦72	36	-1264	★4
長沙：南東砦73	24	-1264	★4
長沙：南東砦74	12	-1264	★4
長沙：南西砦75	-12	-1264	★4
長沙：南西砦76	-24	-1264	★4
長沙：南西砦77	-36	-1264	★4
長沙：南西砦78	-60	-1264	★4
長沙：南西砦79	-72	-1264	★4
長沙：南西砦80	-84	-1264	★4
長沙：北東砦81	84	-1108	★4
長沙：北東砦82	84	-1120	★4
長沙：北東砦83	84	-1144	★4
長沙：北東砦84	84	-1156	★4
長沙：北東砦85	84	-1168	★4
長沙：南東砦86	84	-1192	★4
長沙：南東砦87	84	-1204	★4
長沙：南東砦88	84	-1216	★4
長沙：南東砦89	84	-1240	★4
長沙：南東砦90	84	-1252	★4
長沙：北西砦91	-84	-1108	★4
長沙：北西砦92	-84	-1120	★4
長沙：北西砦93	-84	-1144	★4
長沙：北西砦94	-84	-1156	★4
長沙：北西砦95	-84	-1168	★4
長沙：南西砦96	-84	-1192	★4
長沙：南西砦97	-84	-1204	★4
長沙：南西砦98	-84	-1216	★4
長沙：南西砦99	-84	-1240	★4
長沙：南西砦100	-84	-1252	★4
長沙：北東砦101	60	-1120	★5
長沙：北東砦102	48	-1120	★5
長沙：北東砦103	36	-1120	★5
長沙：北東砦104	12	-1120	★5
長沙：北東砦105	0	-1120	★5
長沙：北西砦106	-12	-1120	★5
長沙：北西砦107	-36	-1120	★5
長沙：北西砦108	-48	-1120	★5
長沙：北西砦109	-60	-1120	★5
長沙：南東砦110	60	-1240	★5
長沙：南東砦111	48	-1240	★5
長沙：南東砦112	36	-1240	★5
長沙：南東砦113	12	-1240	★5
